thread,tid,sent,ManualLabel,codes,stakeholder,signal,intent,action
2476239,2476239:7,""": URL_http://mac.softpedia.com/get/Math-Scientific/JIRRM.shtml [ URL_http://mac.softpedia.com/get/Math-Scientific/JIRRM.shtml ] (Java based) URL_http://projectiris.co.uk/ [ URL_http://projectiris.co.uk/ ] (QT based -but there are more QT <-> Java bridges) but personally I haven't used in production (just for testing) these 2 libraries since the documentation is not very good/detailed, and since this kind of problem is quite ""cutting edge"" so the documentation and an explanation paper is much more important than any source code.""",p,"[""'Documentation'""]",,,,
2476239,2476239:8,"""If none of the above approaches work for you, I would suggest to use a MATLAB based iris recognition examples (because there are many MATLAB based implementations, papers, theses) and than convert them to Java or use the directly from Java (since MATLAB has support for this).""",p,"[""'Usability'""]",,,,
2476239,2476239:9,"""Link to the paper is broken.""",n,"[""'Documentation'""]",,,,
2476239,2476239:10,"""I would look into URL_http://opencv.willowgarage.com/wiki/ [OpenCV-which- is-a-C++-library-for-computer-vision] .""",o,"[""'OnlySentiment'""]",,,,
2476239,2476239:11,"""Java wrappers are available: URL_http://ubaa.net/shared/processing/opencv/ [OpenCV-Java-and-Processing-library] URL_http://code.google.com/p/javacv/ [JavaCV] I believe you will want to look into Hough transforms for circles.""",o,"[""'Compatibility'""]",,,,
2476239,2476239:12,"""URL_http://www.seas.upenn.edu/~bensapp/opencvdocs/ref/opencvref_cv.htm [This- page] mentions them .""",o,"[""'Others'""]",,,,
2476239,2476239:13,"""IEEE material available , but it needs subscriptions.""",o,"[""'Others'""]",,,,
2476239,2476239:14,"""URL_http://ieeexplore.ieee.org/xpl/freeabs_all.jsp?arnumber=4579428 [ URL_http://ieeexplore.ieee.org/xpl/freeabs_all.jsp?arnumber=4579428 ] .""",o,"[""'Others'""]",,,,
2476239,2476239:15,"""I tried the project iris tool.""",o,"[""'Others'""]",,,,
2476239,2476239:16,"""It has the foundation blocks for IRIS Matching SYstem.It has the following features:* Basic QT UI - Needs qt-make and qt-sdk on top of gc++ and make to build* Iris Detection from Image file.""",o,"[""'Usability'""]",,,,
2476239,2476239:17,"""- The Image should be 320x280 windows bmp greyscale 8 bit indexed image.""",o,"[""'Others'""]",,,,
2476239,2476239:18,"""- You can take an iris snap from you camera phone.""",o,"[""'Others'""]",,,,
2476239,2476239:19,"""It took a 12M regular jpeg image and converted it to required format using gimp.""",o,"[""'Others'""]",,,,
2476239,2476239:20,""" Iris Image database: Text file db to store Iris Images.""",o,"[""'Others'""]",,,,
2476239,2476239:21,"""- Means you could extend the tool to create a Iris Search database - I could take another iris image and try to match with existing image Image acquisition is not available.""",o,"[""'Usability'""]",,,,
4706995,4706995:1,"""Web Application - Authentication / Login Framework.""",o,"[""'Security'""]",,,,
4706995,4706995:2,"""This is a very simple, probably a most asked question and frequently developed as part of any web application.""",n,"[""'OnlySentiment'""]",,,,
4706995,4706995:3,"""Say I'm planning to build a web application and some of the functional requirements include (apart from the usual hard hitting security reqs),- Need to have users sign up for a new account profile- Authenticate user using the native app authentication / Facebook or Google or Yahoo or OpenId login- Allow lost password retrieval- Session handling needs Is there an out of the box frameworks (Drupal, Liferay, Tapestry with Tynamo, Wicket ??""",o,"[""'Security'""]",,,,
4706995,4706995:4,""") that I can use to wrap my application which can be a bunch of JSP's or HTML's with JS?""",o,"[""'Others'""]",,,,
4706995,4706995:5,"""I know I'm asking a very simple and maybe a naive question.""",n,"[""'OnlySentiment'""]",,,,
4706995,4706995:6,"""But this is a topic every web developer guru will go thru.""",o,"[""'Others'""]",,,,
4706995,4706995:7,"""Any help, advise and pointers much appreciated.""",o,"[""'OnlySentiment'""]",,,,
4706995,4706995:8,"""I'd recommend taking a look at Apache Shiro: URL_http://shiro.apache.org/ [ URL_http://shiro.apache.org/ ] It handles the security portion of your application and gives you a great deal of flexibility in how to secure things.""",p,"[""'Security'""]",,,,
4706995,4706995:9,"""For example, you can add an annotation to secure individual methods (for example: you can't run this method unless you are an admin), individual pages (for example: you can't load this page unless you are an admin), and URL patterns (you must be admin to access anything containing /admin/* in the url).""",o,"[""'Security'""]",,,,
4706995,4706995:10,"""Give how complex it can be do to security right, Shiro is very simple to use.""",p,"[""'Security'"", ""'Usability'""]",,,,
4706995,4706995:11,"""It may take just a bit to get your head around some of the concepts initially, but Shiro does a very good job of hiding as much of the complexity as possible.""",p,"[""'Usability'""]",,,,
4706995,4706995:12,"""Also the user list is very responsive and extremely helpful.""",p,"[""'Community'""]",,,,
4706995,4706995:13,"""If you use Tapestry, you might look at URL_http://tynamo.org/tapestry- security+guide [ URL_http://tynamo.org/tapestry-security+guide ] It makes it very easy to get Shiro up and running in a Tapestry application and gives you some easy to use tags to use in your templates.""",p,"[""'Usability'""]",,,,
4706995,4706995:14,"""Shiro isn't going to give you OpenID, OAuth or Facebook integration out of the box, but chances are high you will need to customize that part to your application.""",o,"[""'Usability'""]",,,,
4706995,4706995:15,"""I believe there is some work being done to help integrate functions that will help enable these types of authentication into the framework.""",o,"[""'Security'""]",,,,
4706995,4706995:16,"""Some of the frameworks that build on Shiro may offer more of what you are looking for.""",o,"[""'Others'""]",,,,
4706995,4706995:17,"""For example, URL_http://tynamo.org/tynamo-federatedaccounts+guide [ URL_http://tynamo.org/tynamo-federatedaccounts+guide ] will give you more support for federated logins in a tapestry application.""",p,"[""'Documentation'""]",,,,
4706995,4706995:18,"""It is still in the early stages, but might be working looking at if you are using Tapestry.""",o,"[""'Usability'""]",,,,
4706995,4706995:19,"""Even if it doesn't do exactly what you need, it might provide some good examples to look at.""",n,"[""'Documentation'""]",,,,
4706995,4706995:20,"""You also might be interested in: URL_http://static.springsource.org/spring- security/site/ [ URL_http://static.springsource.org/spring-security/site/ ] As a side note: In addition to security there are probably a bunch of other technologies that you will need in a typical web project.""",o,"[""'Security'""]",,,,
4706995,4706995:21,"""You may need security, persistence, basic user management, etc.""",o,"[""'Security'""]",,,,
4706995,4706995:22,"""If you create many web applications, it might be worth creating a maven archetype that lets you quickly get a new basic application up and running so you can start coding with all the initial structure already in place.""",o,"[""'Others'""]",,,,
4706995,4706995:23,"""AppFuse tries to do this, but it aims more at allowing you many different choices when it comes to web frameworks.""",o,"[""'Others'""]",,,,
4706995,4706995:24,"""If you know what technology you are going to use, having a startup app that is customized for your needs can be a huge timesaver.""",p,"[""'Performance'""]",,,,
4706995,4706995:25,"""I'd look at Apache Shiro or Spring Security.""",o,"[""'Security'""]",,,,
7873197,7873197:1,"""Getting Access to HttpServletRequest object in restful web service.""",o,"[""'Others'""]",,,,
7873197,7873197:2,"""I can get access to the HttpServlet Request object in a soap web service as follows:Declaring a private field for the WebServiceContext in the service implementation, and annotate it as a resource: CODESNIPPET_JAVA1 .""",o,"[""'Others'""]",,,,
7873197,7873197:3,"""To get the HttpServletRequet object, I write the code as below: CODESNIPPET_JAVA2 .""",o,"[""'Others'""]",,,,
7873197,7873197:4,"""But these things are not working in a restful web service.""",o,"[""'Others'""]",,,,
7873197,7873197:5,"""I am using Apache CXF for developing restful web service.""",o,"[""'Usability'"", ""'Others'""]",,,,
7873197,7873197:6,"""Please tell me how can I get access to HttpServletRequest Object.""",o,"[""'Usability'""]",,,,
7873197,7873197:7,"""I'd recommend using CODETERM1 CODESNIPPET_JAVA1 .""",p,"[u""'Others'""]",,,,
7873197,7873197:8,"""You can use the CODETERM2 annotation to flag other types (such as ServletContext or the HttpServletRequest specifically).""",o,"[""'Usability'""]",,,,
7873197,7873197:9,"""See URL_http://cxf.apache.org/docs/jax-rs-basics.html#JAX-RSBasics- Contextannotations [Context-Annotations] .""",o,"[""'Documentation'""]",,,,
8938752,8938752:1,"""Why use a framework for RESTful services in Java instead of vanilla servlets.""",o,"[""'Others'""]",,,,
8938752,8938752:2,"""I know there are a few questions regarding the libraries you can use to do RESTful services in Java, but what is the value in using them against vanilla implementations.""",o,"[""'Usability'""]",,,,
8938752,8938752:3,"""I mean, if i was looking to create URL_http://stackoverflow.com/questions/6774904/nested-rest-routing [the-url- structure-described-by-Wim] URL_www.example.com/images URL_www.example.com/images/id/num URL_www.example.com/images/tag/num URL_www.example.com/images/tag/num/num/num Would it not be easier (for future developers) and faster (to implement and learn) to map the url pattern /images to a servlet and have a line or two that parses the url for the parameters instead of learning, implementing and configuring one of these libraries to do it for you.""",o,"[""'Usability'""]",,,,
8938752,8938752:4,""" URL_http://en.wikipedia.org/wiki/Apache_CXF [Apache-CXF] URL_http://jersey.java.net/ [Jersey] (popular) URL_http://en.wikipedia.org/wiki/Restlet [Restlet] (pioneer of JAX-RS) URL_http://www.jboss.org/resteasy [RESTEasy] Essentially what I am asking is... What is the value in using a RESTful Java framework?""",o,"[""'Usability'""]",,,,
8938752,8938752:5,"""Would it not be adding a lot of complexity, in the implementation, for a simple problem?""",n,"[""'Usability'""]",,,,
8938752,8938752:6,"""EDIT: This jersey code is handled very neatly and everyone should know how to do it in servlet form if they are looking into libraries to do it for them.""",p,"[""'Usability'""]",,,,
8938752,8938752:7,"""CODESNIPPET_JAVA1 .""",o,"[""'Others'""]",,,,
8938752,8938752:8,"""If all you are going to be doing is a ""service"" that returns text that is driven by URL parameters, so plain text returns, is a framework necessary?""",o,"[""'Others'""]",,,,
8938752,8938752:9,"""Actually Jersey is the reference implementation of JAX-RS.""",o,"[""'Others'""]",,,,
8938752,8938752:10,"""So I'd call it the pioneer, not Restlet.""",o,"[""'Others'""]",,,,
8938752,8938752:11,"""Your edit makes your question answer itself.""",o,"[""'Others'""]",,,,
8938752,8938752:12,"""If you just want to say ""Hello World"", you don't need JAX-RS.""",o,"[""'Others'""]",,,,
8938752,8938752:13,"""But who just wants to do that?""",o,"[""'Others'""]",,,,
8938752,8938752:14,"""I should have referenced wikipedia there, personally I am wary of calling things pioneers.""",n,"[""'OnlySentiment'""]",,,,
8938752,8938752:15,"""If that's all you're doing, why bother with servlets at all?""",n,"[""'Others'""]",,,,
8938752,8938752:16,"""After all, with just GET you shouldn't be changing any state anywhere (well, not state worth the name; server logs don't count).""",o,"[""'Others'""]",,,,
8938752,8938752:17,"""Donal I do not follow... What handles the GET request then?""",o,"[""'Others'""]",,,,
8938752,8938752:18,"""JAX-RS is a very well designed API that makes mapping HTTP requests to methods, extracting parameters from various parts of a HTTP request, handling content negotiating, and many other low level tasks very easy.""",p,"[""'Usability'""]",,,,
8938752,8938752:19,"""Using JAX-RS, mainly via Apache CXF, for roughly two years now, I'd always prefer it over plain Servlets.""",p,"[""'Usability'""]",,,,
8938752,8938752:20,"""But is the time to learn, implement, understand for each developer worth it.""",p,"[""'Others'""]",,,,
